,symbol
0,AMBV4
1,ARCZ6
2,BBDC4
3,BBAS3
4,BRTP4
5,BRTO4
6,CMIG4
7,CPLE6
8,CRTP5
9,ELET3
10,ELET6
11,ELPL4
12,EMBR3
13,EMBR4
14,EBTP3
15,EBTP4
16,GGBR4
17,ITSA4
18,ITAU4
19,PETR3
20,PETR4
21,SBSP3
22,CSNA3
23,CSTB4
24,CRUZ3
25,VCPA4
26,TCOC4
27,TNLP3
28,TNLP4
29,TMAR5
30,TMCP4
31,TLPP4
32,TSPP4
33,TCSL4
34,USIM5
35,VALE3
36,VALE5
