,symbol
0,ACES4
1,AMBV4
2,ARCZ6
3,BBDC4
4,BRAP4
5,BBAS3
6,BRTP4
7,BRTO4
8,BRKM5
9,CMET4
10,CCRO3
11,CMIG4
12,CPLE6
13,CRTP5
14,ELET3
15,ELET6
16,ELPL4
17,EMBR3
18,EMBR4
19,EBTP3
20,EBTP4
21,GGBR4
22,GOAU4
23,ITSA4
24,ITAU4
25,PCAR4
26,PRGA4
27,PETR3
28,PETR4
29,SBSP3
30,SDIA4
31,CSNA3
32,CSTB4
33,CRUZ3
34,VCPA4
35,TCOC4
36,TNLP3
37,TNLP4
38,TMAR5
39,TMCP4
40,TLPP4
41,TSPP4
42,TCSL4
43,UBBR11
44,USIM5
45,VALE3
46,VALE5
