,symbol
0,ACES4
1,AMBV4
2,ARCZ6
3,BBDC4
4,BRAP4
5,BBAS3
6,BRTP4
7,BRTO4
8,BRKM5
9,CMET4
10,CMIG4
11,CPLE6
12,CRTP5
13,ELET3
14,ELET6
15,ELPL4
16,EMBR3
17,EMBR4
18,EBTP3
19,EBTP4
20,GGBR4
21,GOAU4
22,ITSA4
23,ITAU4
24,PRGA4
25,PETR3
26,PETR4
27,SBSP3
28,SDIA4
29,CSNA3
30,CSTB4
31,CRUZ3
32,VCPA4
33,TCOC4
34,TNLP3
35,TNLP4
36,TMAR5
37,TMCP4
38,TLPP4
39,TSPP4
40,TCSL4
41,USIM5
42,VALE3
43,VALE5
