,symbol
0,ACES4
1,AMBV4
2,ARCZ6
3,BBDC4
4,BRAP4
5,BBAS3
6,BRTP3
7,BRTP4
8,BRTO4
9,BRKM5
10,CMET4
11,CCRO3
12,CMIG4
13,CPLE6
14,CRTP5
15,ELET3
16,ELET6
17,ELPL4
18,EMBR3
19,EMBR4
20,EBTP4
21,GGBR4
22,GOAU4
23,PTIP4
24,ITSA4
25,ITAU4
26,PCAR4
27,PRGA4
28,PETR3
29,PETR4
30,SBSP3
31,SDIA4
32,CSNA3
33,CSTB4
34,CRUZ3
35,VCPA4
36,TCOC4
37,TNLP3
38,TNLP4
39,TMAR5
40,TMCP4
41,TLPP4
42,TSPP4
43,TCSL4
44,UBBR11
45,USIM5
46,VALE3
47,VALE5
