,symbol
0,AMBV4
1,ARCZ6
2,BBDC4
3,BBAS3
4,BRTP3
5,BRTP4
6,BRTO4
7,CMIG4
8,CPLE6
9,CRTP5
10,ELET3
11,ELET6
12,ELPL4
13,EMBR3
14,EMBR4
15,EBTP3
16,EBTP4
17,GGBR4
18,ITSA4
19,ITAU4
20,PETR3
21,PETR4
22,SBSP3
23,CSNA3
24,CSTB4
25,CRUZ3
26,VCPA4
27,TCOC4
28,TNEP4
29,TNLP3
30,TNLP4
31,TMAR5
32,TMCP4
33,TLPP4
34,TSPP4
35,TCSL4
36,USIM5
37,VALE3
38,VALE5
