,symbol
0,ALLL11
1,AMBV4
2,ARCZ6
3,ARCE3
4,BBDC4
5,BRAP4
6,BBAS3
7,BRTP3
8,BRTP4
9,BRTO4
10,BRKM5
11,CCRO3
12,CLSC6
13,CMIG4
14,CPLE6
15,CSAN3
16,CPFE3
17,CYRE3
18,ELET3
19,ELET6
20,EMBR3
21,GGBR4
22,GOAU4
23,GOLL4
24,PTIP4
25,ITSA4
26,ITAU4
27,KLBN4
28,LIGT3
29,LAME4
30,LREN3
31,NATU3
32,NETC4
33,PCAR4
34,PRGA3
35,PETR3
36,PETR4
37,RSID3
38,SBSP3
39,SDIA4
40,CSNA3
41,CRUZ3
42,SUBA3
43,TAMM4
44,VCPA4
45,TNLP3
46,TNLP4
47,TMAR5
48,TCSL4
49,UBBR11
50,USIM5
51,VALE3
52,VALE5
53,VIVO4
