,symbol
0,ACES4
1,ALLL11
2,AMBV4
3,ARCZ6
4,ARCE3
5,BBDC4
6,BRAP4
7,BBAS3
8,BRTP3
9,BRTP4
10,BRTO4
11,BRKM5
12,CCRO3
13,CLSC6
14,CMIG4
15,CPLE6
16,CYRE3
17,ELET3
18,ELET6
19,EMBR3
20,EBTP4
21,GGBR4
22,GOAU4
23,GOLL4
24,PTIP4
25,ITSA4
26,ITAU4
27,KLBN4
28,LIGT3
29,LAME4
30,NATU3
31,NETC4
32,PCAR4
33,PRGA3
34,PETR3
35,PETR4
36,SBSP3
37,SDIA4
38,CSNA3
39,CRUZ3
40,TAMM4
41,VCPA4
42,TNLP3
43,TNLP4
44,TMAR5
45,TCSL4
46,UBBR11
47,USIM5
48,VALE3
49,VALE5
50,VIVO4
