,symbol
0,ACES4
1,AMBV4
2,ARCZ6
3,BBDC4
4,BBAS3
5,BRTP4
6,BRTO4
7,BRKM5
8,CMET4
9,CMIG4
10,CPLE6
11,CRTP5
12,ELET3
13,ELET6
14,ELPL4
15,EMBR3
16,EMBR4
17,EBTP3
18,EBTP4
19,GGBR4
20,ITSA4
21,ITAU4
22,PETR3
23,PETR4
24,SBSP3
25,CSNA3
26,CSTB4
27,CRUZ3
28,VCPA4
29,TCOC4
30,TNLP3
31,TNLP4
32,TMAR5
33,TMCP4
34,TLPP4
35,TSPP4
36,TCSL4
37,USIM5
38,VALE3
39,VALE5
