,symbol
0,ALLL11
1,AMBV4
2,BTOW3
3,BVMF3
4,BBDC4
5,BRAP4
6,BBAS3
7,BRKM5
8,BRFS3
9,CCRO3
10,CMIG4
11,CESP6
12,CIEL3
13,CPLE6
14,CSAN3
15,CPFE3
16,CYRE3
17,ELET3
18,ELET6
19,ELPL6
20,EMBR3
21,FIBR3
22,GFSA3
23,GGBR4
24,GOAU4
25,GOLL4
26,GVTT3
27,ITSA4
28,ITUB4
29,JBSS3
30,LLXL3
31,LAME4
32,LREN3
33,MMXM3
34,MRVE3
35,NATU3
36,NETC4
37,OGXP3
38,PCAR5
39,PDGR3
40,PETR3
41,PETR4
42,RDCD3
43,RSID3
44,CSNA3
45,CRUZ3
46,TAMM4
47,TNLP4
48,TCSL4
49,USIM3
50,USIM5
51,VALE3
52,VALE5
53,VIVO4
