,symbol
0,ACES4
1,AMBV4
2,ARCZ6
3,ARCE3
4,BBDC4
5,BRAP4
6,BBAS3
7,BRTP3
8,BRTP4
9,BRTO4
10,BRKM5
11,CMET4
12,CCRO3
13,CLSC6
14,CMIG4
15,CPLE6
16,ELET3
17,ELET6
18,ELPL4
19,EMBR4
20,EBTP4
21,GGBR4
22,GOAU4
23,GOLL4
24,PTIP4
25,ITSA4
26,ITAU4
27,KLBN4
28,LAME4
29,NATU3
30,NETC4
31,PCAR4
32,PRGA3
33,PETR3
34,PETR4
35,SBSP3
36,SDIA4
37,CSNA3
38,CRUZ3
39,VCPA4
40,TNLP3
41,TNLP4
42,TMAR5
43,TMCP4
44,TLPP4
45,TCSL4
46,UBBR11
47,USIM5
48,VALE3
49,VALE5
50,VIVO4
