,symbol
0,ACES4
1,AMBV4
2,ARCZ6
3,BBDC4
4,BBAS3
5,BRTP4
6,BRTO4
7,BRKM5
8,CMET4
9,CMIG4
10,CPLE6
11,CRTP5
12,ELET3
13,ELET6
14,ELPL4
15,EMBR3
16,EMBR4
17,EBTP3
18,EBTP4
19,GGBR4
20,GOAU4
21,ITSA4
22,ITAU4
23,PETR3
24,PETR4
25,SBSP3
26,SDIA4
27,CSNA3
28,CSTB4
29,CRUZ3
30,VCPA4
31,TCOC4
32,TNLP3
33,TNLP4
34,TMAR5
35,TMCP4
36,TLPP4
37,TSPP4
38,TCSL4
39,USIM5
40,VALE3
41,VALE5
