,symbol
0,ALLL11
1,AMBV4
2,ARCZ6
3,BTOW3
4,BVMF3
5,BBDC4
6,BRAP4
7,BBAS3
8,BRKM5
9,CCRO3
10,CMIG4
11,CESP6
12,CPLE6
13,CSAN3
14,CPFE3
15,CYRE3
16,ELET3
17,ELET6
18,ELPL6
19,EMBR3
20,GFSA3
21,GGBR4
22,GOAU4
23,GOLL4
24,ITSA4
25,ITAU4
26,JBSS3
27,LAME4
28,LREN3
29,MMXM3
30,NATU3
31,NETC4
32,BNCA3
33,OGXP3
34,PCAR4
35,PRGA3
36,PETR3
37,PETR4
38,RDCD3
39,RSID3
40,SDIA4
41,CSNA3
42,CRUZ3
43,TAMM4
44,VCPA4
45,TNLP4
46,TCSL4
47,USIM3
48,USIM5
49,VALE3
50,VALE5
51,VIVO4
