,symbol
0,ACES4
1,AMBV4
2,ARCZ6
3,BBDC4
4,BBAS3
5,BRTP4
6,BRTO4
7,CMET4
8,CMIG4
9,CPLE6
10,CRTP5
11,ELET3
12,ELET6
13,ELPL4
14,EMBR3
15,EMBR4
16,EBTP3
17,EBTP4
18,GGBR4
19,ITSA4
20,ITAU4
21,PETR3
22,PETR4
23,SBSP3
24,CSNA3
25,CSTB4
26,CRUZ3
27,VCPA4
28,TCOC4
29,TNLP3
30,TNLP4
31,TMAR5
32,TMCP4
33,TLPP4
34,TSPP4
35,TCSL4
36,USIM5
37,VALE3
38,VALE5
